DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2022331,2-(Butan-2-yl)phenol,89-72-5,NGFPWHGISWUQOI-UHFFFAOYSA-N,2-(Butan-2-yl)phenol,CCC(C)C1=C(O)C=CC=C1,"InChI=1/C10H14O/c1-3-8(2)9-6-4-5-7-10(9)11/h4-8,11H,3H2,1-2H3",C10H14O,150.221,150.104465,148,6,112,3,1,53/858,6.0,858
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3034456,Cinmethylin,87818-31-3,QMTNOLKHSWIQBE-FGTMMUONSA-N,"(1S,2R,4R)-1-Methyl-2-[(2-methylphenyl)methoxy]-4-(propan-2-yl)-7-oxabicyclo[2.2.1]heptane",CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1,"InChI=1/C18H26O2/c1-13(2)18-10-9-17(4,20-18)16(11-18)19-12-15-8-6-5-7-14(15)3/h5-8,13,16H,9-12H2,1-4H3/t16-,17+,18-/s2",C18H26O2,274.404,274.193280,95,,45,,1,106/966,11.0,966
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7032004,Flutamide,13311-84-7,MKXKFYHWDHIYRV-UHFFFAOYSA-N,2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)",C11H11F3N2O3,276.215,276.072177,160,2478,265,3,1,249/1068,23.0,1068
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4040002,Monobutyl phthalate,131-70-4,YZBOVSFWWNVKRJ-UHFFFAOYSA-N,2-(Butoxycarbonyl)benzoic acid,CCCCOC(=O)C1=C(C=CC=C1)C(O)=O,"InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)",C12H14O4,222.24,222.089209,115,102,85,1,1,23/995,2.0,995
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5044576,"Citric acid, triethyl ester, acetate",77-89-4,WEAPVABOECTMGR-UHFFFAOYSA-N,"Triethyl 2-(acetyloxy)propane-1,2,3-tricarboxylate",CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,"InChI=1S/C14H22O8/c1-5-19-11(16)8-14(22-10(4)15,13(18)21-7-3)9-12(17)20-6-2/h5-9H2,1-4H3",C14H22O8,318.322,318.131468,109,5,84,1,1,17/855,2.0,855
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4024272,Prometryn,7287-19-6,AAEVYOVXGOFMJO-UHFFFAOYSA-N,"6-(Methylsulfanyl)-N~2~,N~4~-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)",C10H19N5S,241.36,241.136117,188,103,127,4,1,103/989,10.0,989
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034673,Iodosulfuron methyl ester sodium salt,144550-36-7,JUJFQMPKBJPSFZ-UHFFFAOYSA-M,"Sodium [5-iodo-2-(methoxycarbonyl)benzene-1-sulfonyl][(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]azanide",[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1,"InChI=1S/C14H14IN5O6S.Na/c1-7-16-12(19-14(17-7)26-3)18-13(22)20-27(23,24)10-6-8(15)4-5-9(10)11(21)25-2;/h4-6H,1-3H3,(H2,16,17,18,19,20,22);/q;+1/p-1",C14H13IN5NaO6S,529.24,528.952890,97,,52,,1,20/940,2.0,940
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4022949,Diphenhydramine,58-73-1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,"2-(Diphenylmethoxy)-N,N-dimethylethan-1-amine",CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3",C17H21NO,255.361,255.162314,157,3759,193,1,1,10/235,4.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7032553,Flumetralin,62924-70-3,PWNAWOCHVWERAR-UHFFFAOYSA-N,"N-[(2-Chloro-6-fluorophenyl)methyl]-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C16H12ClF4N3O4/c1-2-22(8-10-11(17)4-3-5-12(10)18)15-13(23(25)26)6-9(16(19,20)21)7-14(15)24(27)28/h3-7H,2,8H2,1H3",C16H12ClF4N3O4,421.73,421.045246,127,,67,,1,205/1016,20.0,1016
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9035204,Tributyltin methacrylate,2155-70-6,LPUCKLOWOWADAC-UHFFFAOYSA-M,Tributyl[(2-methylprop-2-enoyl)oxy]stannane,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,"InChI=1S/C4H6O2.3C4H9.Sn/c1-3(2)4(5)6;3*1-3-4-2;/h1H2,2H3,(H,5,6);3*1,3-4H2,2H3;/q;;;;+1/p-1",C16H32O2Sn,375.14,376.142432,99,5,21,3,1,514/1084,47.0,1084
