DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0038338,(+/-)-cis-Permethrin,61949-76-6,RLLPVAHGXHCWKJ-HKUYNNGSSA-N,"(3-Phenoxyphenyl)methyl rel-(1R,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,"InChI=1/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3/t17-,19-/s2",C21H20Cl2O3,391.29,390.078950,71,1870,56,3,1,0/24,0.0,24
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5021336,Theophylline,58-55-9,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(NC=N2)C(=O)N(C)C1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",C7H8N4O2,180.167,180.064726,226,23311,364,25,1,18/911,2.0,911
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022845,Clonazepam,1622-61-3,DGBIGWXXNGSACT-UHFFFAOYSA-N,"5-(2-Chlorophenyl)-7-nitro-1,3-dihydro-2H-1,4-benzodiazepin-2-one",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,"InChI=1S/C15H10ClN3O3/c16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h1-7H,8H2,(H,18,20)",C15H10ClN3O3,315.71,315.041069,107,2385,106,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80329685,Aurothiomalate,33796-26-8,XJHSMFDIQHVMCY-UHFFFAOYSA-M,"Gold(1+) 1,2-dicarboxyethane-1-thiolate",[Au+].OC(=O)CC([S-])C(O)=O,"InChI=1S/C4H6O4S.Au/c5-3(6)1-2(9)4(7)8;/h2,9H,1H2,(H,5,6)(H,7,8);/q;+1/p-1",C4H5AuO4S,346.11,345.957424,7,1256,11,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40199003,Neostigmine methylsulfate,51-60-5,OSZNNLWOYWAHSS-UHFFFAOYSA-M,"3-[(Dimethylcarbamoyl)oxy]-N,N,N-trimethylanilinium methyl sulfate",COS([O-])(=O)=O.CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,"InChI=1S/C12H19N2O2.CH4O4S/c1-13(2)12(15)16-11-8-6-7-10(9-11)14(3,4)5;1-5-6(2,3)4/h6-9H,1-5H3;1H3,(H,2,3,4)/q+1;/p-1",C13H22N2O6S,334.39,334.119858,36,4598,116,5,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20879730,"4-Imidazolidinone, 3-phenyl-2-thioxo-",2010-15-3,ZZRIQDWDJVLELF-UHFFFAOYSA-N,"3-Phenyl-2-sulfanyl-3,5-dihydro-4H-imidazol-4-one",SC1=NCC(=O)N1C1=CC=CC=C1,"InChI=1S/C9H8N2OS/c12-8-6-10-9(13)11(8)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)",C9H8N2OS,192.24,192.035734,27,,89,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7027540,N-Butylbenzenesulfonamide,3622-84-2,IPRJXAGUEGOFGG-UHFFFAOYSA-N,N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)C1=CC=CC=C1,"InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3",C10H15NO2S,213.3,213.082350,161,18,138,,1,15/437,3.0,437
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30207646,Maprotiline methanesulfonate,58902-67-3,IUOFVKUAHKGVIO-UHFFFAOYSA-N,"Methanesulfonic acid--3-(9,10-ethanoanthracen-9(10H)-yl)-N-methylpropan-1-amine (1/1)",CS(O)(=O)=O.[H]C12CCC(CCCNC)(C3=CC=CC=C13)C1=CC=CC=C21,"InChI=1S/C20H23N.CH4O3S/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20;1-5(2,3)4/h2-5,7-10,15,21H,6,11-14H2,1H3;1H3,(H,2,3,4)",C21H27NO3S,373.51,373.171165,13,860,13,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0023165,Iotrolan,79770-24-4,XUHXFSYUBXNTHU-UHFFFAOYSA-N,"5,5'-[(1,3-Dioxopropane-1,3-diyl)bis(methylazanediyl)]bis[2,4,6-triiodo-N~1~,N~3~-bis(1,3,4-trihydroxybutan-2-yl)benzene-1,3-dicarboxamide]",CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I,"InChI=1/C37H48I6N6O18/c1-48(32-28(40)22(34(64)44-12(4-50)16(58)8-54)26(38)23(29(32)41)35(65)45-13(5-51)17(59)9-55)20(62)3-21(63)49(2)33-30(42)24(36(66)46-14(6-52)18(60)10-56)27(39)25(31(33)43)37(67)47-15(7-53)19(61)11-57/h12-19,50-61H,3-11H2,1-2H3,(H,44,64)(H,45,65)(H,46,66)(H,47,67)",C37H48I6N6O18,1626.242,1625.729330,39,231,48,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20894281,2-Hydroxypropyl-beta-cyclodextrin,128446-35-5,,,,,,, ,43,,,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026044,(E)-Squalene,111-02-4,YYGNTYWPHWGJRM-AAJYLUCBSA-N,"(6E,10E,14E,18E)-2,6,10,15,19,23-Hexamethyltetracosa-2,6,10,14,18,22-hexaene",CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,"InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+",C30H50,410.73,410.391252,99,2030,140,2,1,0/79,0.0,79
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2025218,Polyoxyethylene dodecyl mono ether,9002-92-0,,,"CCCCCCCCCCCCOCCO |lp:12:2,15:2,Sg:n:14,13,12::ht|","InChI=1S/C14H30O2/c1-2-3-4-5-6-7-8-9-10-11-13-16-14-12-15/h15H,2-14H2,1H3",(C2H4O)nC12H26O,, ,142,45590,,241,1, ,,
